"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSMUSG00000005338",2781.29135957675,-1.66932068896229,0.0919769281754251,-18.1493416020422,1.29949109804308e-73,1.6863495979305e-69,"Cadm3","cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]"
"ENSMUSG00000112148",10807.5599806872,-1.44484160122202,0.0833479369201161,-17.3350613657877,2.55793932409531e-67,1.65971893043924e-63,"Lilrb4a","leukocyte immunoglobulin-like receptor, subfamily B, member 4A [Source:MGI Symbol;Acc:MGI:102701]"
"ENSMUSG00000041112",2524.56084747457,-1.20278699903489,0.078944570329683,-15.2358419839628,2.04475882706426e-52,8.84494509960432e-49,"Elmo1","engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044]"
"ENSMUSG00000020330",3606.82496030286,1.08670784967816,0.0736609675121365,14.7528316064965,2.95022064709682e-49,9.57125333434385e-46,"Hmmr","hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]"
"ENSMUSG00000063873",5427.69220009006,-1.24710471477056,0.0857763483022301,-14.5390278259041,6.85593970256228e-48,1.77939059040301e-44,"Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]"
"ENSMUSG00000064147",16701.6334946298,-1.25870730731937,0.0901563751070558,-13.9613788356589,2.68194496809883e-44,5.80059997516975e-41,"Rab44","RAB44, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:3045302]"
"ENSMUSG00000112023",32486.5559649239,-1.18221177899176,0.0849503068654022,-13.9165098116113,5.0286710864063e-44,9.32243781261351e-41,"Lilrb4b","leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]"
"ENSMUSG00000040204",6086.14860602205,1.22156308487703,0.0881881591457408,13.8517811995402,1.24096217555228e-43,2.01299576901775e-40,"Pclaf","PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]"
"ENSMUSG00000017716",4559.1703191345,0.989131556240368,0.0719832511481018,13.7411347843303,5.75663708312216e-43,8.30043104751959e-40,"Birc5","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]"
"ENSMUSG00000025196",5131.93679928431,1.10804625439881,0.0817464411523504,13.5546727023107,7.43430079979733e-42,9.647492147897e-39,"Cpn1","carboxypeptidase N, polypeptide 1 [Source:MGI Symbol;Acc:MGI:2135874]"
"ENSMUSG00000076437",2635.50343370249,1.13619617490443,0.0873506853205588,13.0072954864043,1.11208676825614e-38,1.31195909015091e-35,"Selenoh","selenoprotein H [Source:MGI Symbol;Acc:MGI:1919907]"
"ENSMUSG00000020897",3691.56791608285,1.00624288135952,0.0788420001573834,12.7627771917363,2.64596458613652e-37,2.8613902028578e-34,"Aurkb","aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]"
