"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008017","microtubule binding","39/1013","277/28366",0.140794223826715,3.94251624192359,9.47074728331589,2.80616545041057e-13,2.39098285445828e-10,2.07343244641092e-10,"Birc5/Kif11/Knstrn/Nuf2/Kifc3/Kif15/Racgap1/Kif2c/Nusap1/Spc24/Kif20a/Spag5/Gtse1/Kif14/Kif4/Kifc1/Knl1/Fes/Kif22/Ska1/Prnp/Kif20b/Cenpe/Ska2/Kif23/Plk1/Kif18a/Dnm3/Dlgap5/Ndc80/Spire2/Prc1/Gapdh/Ccdc88c/Fam83d/Haus8/Mid2/Gli1/Mdm1",39
"GO:0015631","tubulin binding","47/1013","393/28366",0.119592875318066,3.34883662514537,9.02346205926463,4.86961884818386e-13,2.39098285445828e-10,2.07343244641092e-10,"Birc5/Kif11/Stmn1/Knstrn/Nuf2/Kifc3/Kif15/Racgap1/Kif2c/Nusap1/Spc24/Kif20a/Fez1/Fam110c/Spag5/Gtse1/Kif14/Kif4/Kifc1/Knl1/Fes/Kif22/Ska1/Trappc14/Prnp/Kif20b/Cenpe/Ska2/Kif23/Plk1/Kif18a/Dnm3/Dlgap5/Ndc80/Spire2/Prc1/Gapdh/Ccdc88c/Ttll1/Fam83d/Ndn/Ift74/Haus8/Cep70/Mid2/Gli1/Mdm1",47
"GO:0003774","cytoskeletal motor activity","26/1013","150/28366",0.173333333333333,4.85367555116815,9.10681864022062,2.37738720423619e-11,7.78198078186646e-09,6.74844297623536e-09,"Kif11/Kifc3/Kif15/Kif2c/Kif20a/Myo1e/Kif14/Kif4/Kifc1/Kif22/Myh9/Tgtp1/Kif20b/Cenpe/Myo7a/Kif23/Kif18a/Dnm3/Iigp1/Mmaa/Myo19/Tgtp2/Irgm1/Dnah17/Gbp5/Gbp3",26
"GO:0003777","microtubule motor activity","14/1013","65/28366",0.215384615384615,6.03119447186575,7.81484783313708,5.60555691296374e-08,1.3761642221326e-05,1.19339356383886e-05,"Kif11/Kifc3/Kif15/Kif2c/Kif20a/Kif14/Kif4/Kifc1/Kif22/Kif20b/Cenpe/Kif23/Kif18a/Dnah17",14
"GO:0010997","anaphase-promoting complex binding","6/1013","10/28366",0.6,16.8011846001974,9.61746903904886,3.79518609171041e-07,7.45374548411926e-05,6.46380115409205e-05,"Cdc20/Ube2s/Ccnf/Fbxo5/Plk1/Ube2srt",6
"GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","11/1013","48/28366",0.229166666666667,6.41711911813096,7.22855266245885,7.6747473364621e-07,0.000125610031406763,0.000108927554301717,"Ccnb2/Ccnb1/Ccna2/Cdkn2d/Cks2/Cks1b/Ccnf/Cdkn2c/Ccnd2/Ccng2/Ccne1",11
"GO:0030695","GTPase regulator activity","34/1013","430/28366",0.0790697674418605,2.21410959847563,4.88206596557274,1.5119029579928e-05,0.00185031424031527,0.00160457092980496,"Elmo1/Arhgap19/Dock10/Iqgap2/Ect2/Rasgrp4/Gdi1/Racgap1/Arhgap9/Depdc1a/Fgd3/Depdc1b/Rgs11/Dennd1c/Dennd4b/Gpsm2/Arhgap45/Adap1/Vps9d1/Bcar3/Ccdc88c/Stard13/Fgd1/Plcb1/Plekhg2/Iqgap3/Tns3/Rin1/Gbp5/Prex1/Psd/Arap2/Rgs9/Cdc42ep2",34
"GO:0060589","nucleoside-triphosphatase regulator activity","34/1013","430/28366",0.0790697674418605,2.21410959847563,4.88206596557274,1.5119029579928e-05,0.00185031424031527,0.00160457092980496,"Elmo1/Arhgap19/Dock10/Iqgap2/Ect2/Rasgrp4/Gdi1/Racgap1/Arhgap9/Depdc1a/Fgd3/Depdc1b/Rgs11/Dennd1c/Dennd4b/Gpsm2/Arhgap45/Adap1/Vps9d1/Bcar3/Ccdc88c/Stard13/Fgd1/Plcb1/Plekhg2/Iqgap3/Tns3/Rin1/Gbp5/Prex1/Psd/Arap2/Rgs9/Cdc42ep2",34
"GO:0019207","kinase regulator activity","26/1013","289/28366",0.0899653979238754,2.51920876358208,4.99556554130443,1.69580734855778e-05,0.00185031424031527,0.00160457092980496,"Lilrb4a/Lilrb4b/Ccnb2/Ccnb1/Ccna2/Calm3/Cdkn2d/Cks2/Irs2/Cks1b/Ccnf/Cdkn2c/Hspa5/Socs5/Ccnd2/Ccng2/Tesc/Dgkq/Igtp/Irgm1/Tgfa/Ccne1/Irgm2/Bcl10/Mtcp1/Ltk",26
"GO:0005525","GTP binding","30/1013","363/28366",0.0826446280991736,2.31421275484813,4.84964941281206,2.05998709006827e-05,0.00202290732244705,0.00175424163775288,"Rab44/Tuba1b/Anxa6/Tuba1a/Gem/Rem2/Tgtp1/Gm12250/Dnm3/Iigp1/Mmaa/Arl5b/Rhoc/Septin10/Igtp/Tgtp2/Irgm1/Septin3/Irgm2/Spag1/Gbp5/Rab34/Gbp7/Gna15/Gbp3/Lrrk1/Hhat/Arl5c/H1f4/Gimap9",30
