"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009615","response to virus","51/943","414/28832",0.123188405797101,3.76645611446663,10.4254888722722,4.61250219702229e-16,2.38835363761814e-12,1.75372188796258e-12,"Tnf/Rrp1b/Il6/Irf7/Ddit4/Odc1/Fgl2/Stat2/Zc3h12a/Stat1/Traf3/Bcl3/Bnip3l/Smpd1/Il1b/Akap1/Rnasel/Pou2f2/Ddx60/Mov10/2410002F23Rik/Sertad3/Usp17le/Ifi27l2a/Parp9/Polr3d/Igtp/Trim12c/Ifi203/Irgm2/Bcl2l1/Ndufaf4/Trim5/Tgtp1/Trim12a/Gbp2b/Nmi/Bnip3l-ps/Trim30a/Ifitm3/Atg14/Trim34a/Trim7/Nlrp1b/Nmb/Trim30d/Apobec1/Oas1b/Trim34b/Rtp4/Ncr1",51
"GO:0051607","defense response to virus","42/943","330/28832",0.127272727272727,3.89133326906392,9.71374467249526,6.03066494562289e-14,1.56133915442177e-10,1.14646114650473e-10,"Tnf/Il6/Irf7/Ddit4/Fgl2/Stat2/Zc3h12a/Stat1/Traf3/Bnip3l/Il1b/Akap1/Rnasel/Ddx60/Mov10/Sertad3/Usp17le/Parp9/Polr3d/Igtp/Trim12c/Ifi203/Irgm2/Bcl2l1/Ndufaf4/Trim5/Trim12a/Gbp2b/Bnip3l-ps/Trim30a/Ifitm3/Atg14/Trim34a/Trim7/Nlrp1b/Nmb/Trim30d/Apobec1/Oas1b/Trim34b/Rtp4/Ncr1",42
"GO:0042254","ribosome biogenesis","40/943","320/28832",0.125,3.82184517497349,9.33390890563637,4.33391629850895e-13,7.48033953122644e-10,5.49266865621555e-10,"Rrp1b/Nop56/Utp4/Nop2/Nop58/Gtpbp4/Bysl/Rrs1/Usp36/Eif1a/Wdr43/Wdr75/Sdad1/Pno1/Tma16/Rnasel/Tsr1/Utp15/Wdr12/Nat10/Afg2b/Mdn1/Nle1/Grwd1/Nip7/Urb2/Pwp2/Cinp/Urb1/Rpf2/Afg2a/Dis3/Rpp25/Riok2/Nudt16/Mak16/Mrm3/Rpusd2/Dimt1/Gtpbp10",40
"GO:0007249","canonical NF-kappaB signal transduction","34/943","288/28832",0.118055555555556,3.60952044303052,8.18405914467072,1.19162736372884e-10,1.54256162234699e-07,1.1326731678391e-07,"Tnf/Il1a/F2r/Nfkbia/Zc3h12a/Stat1/Relb/Optn/Traf3/Bcl3/Tnfsf14/Eda2r/Il1b/Pink1/Igtp/Usp10/Trim12c/Irgm2/Nfkb2/Tnfaip3/Nfkbid/Trim5/Trim12a/Ednra/Ift80/Trim30a/Gapdh/Esr1/Trim30d/Trim62/Nkiras1/Card6/Ajuba/Nr1d1",34
"GO:0042273","ribosomal large subunit biogenesis","15/943","64/28832",0.234375,7.16595970307529,9.0804017216288,1.67690039913004e-09,1.55113609896343e-06,1.13896924019758e-06,"Nop2/Gtpbp4/Rrs1/Sdad1/Tma16/Wdr12/Afg2b/Mdn1/Nle1/Nip7/Cinp/Urb1/Rpf2/Afg2a/Mak16",15
"GO:0022613","ribonucleoprotein complex biogenesis","42/943","454/28832",0.092511013215859,2.82850215592752,7.22107306356244,1.79737670795299e-09,1.55113609896343e-06,1.13896924019758e-06,"Rrp1b/Nop56/Utp4/Nop2/Rsrp1/Nop58/Gemin5/Gtpbp4/Bysl/Rrs1/Usp36/Eif1a/Wdr43/Wdr75/Sdad1/Pno1/Tma16/Rnasel/Tsr1/Utp15/Wdr12/Nat10/Afg2b/Mdn1/Nle1/Grwd1/Nip7/Urb2/Pwp2/Cinp/Urb1/Rpf2/Afg2a/Dis3/Rpp25/Riok2/Nudt16/Mak16/Mrm3/Rpusd2/Dimt1/Gtpbp10",42
"GO:0045444","fat cell differentiation","31/943","275/28832",0.112727272727273,3.44660946688518,7.49624783254662,2.42714357180211e-09,1.79539277354162e-06,1.31832219268409e-06,"Tnf/Id2/Egr2/Pim1/Trio/Fosl2/Zc3h12a/Itga6/Lpin1/Socs1/Fndc5/Grk5/Rnasel/Zfp36l2/Noct/Nr4a1/Scd1/Selenbp1/Vegfa/Cebpb/Sh2b2/Nr4a3/Ccnd1/Atf5/Trib2/Pex11a/Trib3/Jdp2/Sort1/Nr1d1/Bbs2",31
"GO:0043122","regulation of canonical NF-kappaB signal transduction","30/943","263/28832",0.114068441064639,3.4876153687971,7.45217104228164,3.31600590403016e-09,2.14628482138352e-06,1.57597543754696e-06,"Tnf/Il1a/F2r/Nfkbia/Zc3h12a/Stat1/Optn/Traf3/Tnfsf14/Eda2r/Il1b/Pink1/Igtp/Usp10/Trim12c/Irgm2/Tnfaip3/Nfkbid/Trim5/Trim12a/Ednra/Trim30a/Gapdh/Esr1/Trim30d/Trim62/Nkiras1/Card6/Ajuba/Nr1d1",30
"GO:0010829","negative regulation of D-glucose transmembrane transport","10/943","26/28832",0.384615384615385,11.759523615303,10.0927023912711,4.40847702567683e-09,2.53634378210607e-06,1.86238818909295e-06,"Tnf/Myc/Inpp5k/Il1b/Rhoq/Appl2/Ahi1/Sh2b2/Esr1/Grb10",10
"GO:0016072","rRNA metabolic process","29/943","256/28832",0.11328125,3.46354718981972,7.28030171545616,7.07386126907096e-09,3.66284536512494e-06,2.68955651619835e-06,"Rrp1b/Utp4/Nop2/Myc/Gtpbp4/Bysl/Rrs1/Usp36/Wdr43/Wdr75/Polr1b/Rnasel/Tsr1/Utp15/Wdr12/Nat10/Polr1g/Pwp2/Urb1/Rpf2/Dis3/Rpp25/Riok2/Nudt16/Mak16/Mrm3/Rpusd2/Dimt1/Pelo",29
