"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","chromosome segregation","80/1026","434/28832",0.184331797235023,5.17997502717367,16.8542312612674,2.75463853553592e-34,1.40844668321951e-30,1.11490370201427e-30,"Birc5/Aurkb/Ccnb2/Kif11/Top2a/Knstrn/Ccnb1/Mad2l1/Tacc3/Cdk1/Nuf2/Cdc20/Ect2/Ncapg/Bub1b/Bub1/Spc25/Aurka/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Cenpx/Spc24/Ube2c/Gem/Nek2/Spag5/Ncapg2/Esco2/Aspm/Kif14/Kif4/Kifc1/Knl1/Tpx2/Kif22/Fancd2/Cenpn/Sgo1/Ska1/Snhg15/Akap8l/Gpsm2/Pttg1/Cenpf/Fbxo5/Cenpe/Ska2/Mki67/Ttk/Kif23/Plk1/Kif18a/Dlgap5/Cenpm/Gen1/Ndc80/Cenpl/Cdca2/Brip1/Prc1/Lzts2/Cenpi/Cenatac/Spdl1/Cenpk/Fam83d/Sgo2a/Cenph/Cenpp/Ccne1/Dpf3/Haus8/Mtcl2/Prickle1/Meiob",80
"GO:0000280","nuclear division","80/1026","466/28832",0.171673819742489,4.82426858753943,15.9873531929288,4.94813449012779e-32,1.26499058240117e-28,1.00134616392323e-28,"Birc5/Aurkb/Ccnb2/Kif11/Top2a/Knstrn/Ccnb1/Mad2l1/Cdk1/Nuf2/Cdc20/Ncapg/Bub1b/Bub1/Spc25/Aurka/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Ube2s/Cenpx/Spc24/Ube2c/Nek2/Cks2/Spag5/Ncapg2/Cdc25b/Aspm/Kif14/Kif4/Kifc1/Knl1/Tpx2/Calr/Kif22/Slx4/Fancd2/Sgo1/Ska1/Snhg15/Akap8l/Pttg1/Fbxo5/Cenpe/Ska2/Mki67/Ttk/Kif23/Plk1/Kif18a/Gen1/Ndc80/Spire2/Cdca2/Brip1/Prc1/Eme1/Mastl/Cenpi/Spdl1/Cenpk/Sgo2a/Rad51c/Piwil2/Plcb1/Ube2srt/Eme2/Cav2/Tgfa/Ccne1/Cdc14b/Prickle1/Meiob/Rpl24/Lif",80
"GO:0098813","nuclear chromosome segregation","64/1026","325/28832",0.196923076923077,5.53380716749138,15.7893132722206,2.51682369174038e-29,4.28950651195619e-26,3.39550424376904e-26,"Birc5/Aurkb/Ccnb2/Kif11/Top2a/Knstrn/Ccnb1/Mad2l1/Tacc3/Cdk1/Nuf2/Cdc20/Ect2/Ncapg/Bub1b/Bub1/Spc25/Aurka/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Spc24/Ube2c/Gem/Nek2/Spag5/Ncapg2/Aspm/Kif14/Kif4/Kifc1/Knl1/Tpx2/Kif22/Fancd2/Sgo1/Ska1/Snhg15/Akap8l/Pttg1/Cenpf/Fbxo5/Cenpe/Ska2/Ttk/Kif23/Plk1/Kif18a/Gen1/Ndc80/Brip1/Prc1/Cenpi/Spdl1/Cenpk/Fam83d/Ccne1/Dpf3/Prickle1/Meiob",64
"GO:0000070","mitotic sister chromatid segregation","48/1026","189/28832",0.253968253968254,7.13685448188372,16.2592964758653,1.78800545598925e-27,2.28551797411826e-24,1.80917920481018e-24,"Birc5/Aurkb/Kif11/Knstrn/Ccnb1/Mad2l1/Cdk1/Nuf2/Cdc20/Ncapg/Bub1b/Bub1/Spc25/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Spc24/Ube2c/Nek2/Spag5/Ncapg2/Kif14/Kif4/Kifc1/Knl1/Tpx2/Kif22/Ska1/Snhg15/Akap8l/Fbxo5/Cenpe/Ska2/Ttk/Kif23/Plk1/Kif18a/Gen1/Ndc80/Prc1/Cenpi/Spdl1/Cenpk/Prickle1",48
"GO:0140014","mitotic nuclear division","57/1026","281/28832",0.202846975088968,5.70027678924476,15.2089840880267,6.21344506304187e-27,6.35386892146661e-24,5.02962026682021e-24,"Birc5/Aurkb/Kif11/Knstrn/Ccnb1/Mad2l1/Cdk1/Nuf2/Cdc20/Ncapg/Bub1b/Bub1/Spc25/Aurka/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Ube2s/Spc24/Ube2c/Nek2/Spag5/Ncapg2/Kif14/Kif4/Kifc1/Knl1/Tpx2/Kif22/Ska1/Snhg15/Akap8l/Fbxo5/Cenpe/Ska2/Mki67/Ttk/Kif23/Plk1/Kif18a/Gen1/Ndc80/Cdca2/Prc1/Cenpi/Spdl1/Cenpk/Ube2srt/Cav2/Tgfa/Cdc14b/Prickle1/Rpl24",57
"GO:0000819","sister chromatid segregation","51/1026","229/28832",0.222707423580786,6.25838249189203,15.346113135557,3.24380482994199e-26,2.7642623492489e-23,2.1881455387942e-23,"Birc5/Aurkb/Kif11/Top2a/Knstrn/Ccnb1/Mad2l1/Tacc3/Cdk1/Nuf2/Cdc20/Ncapg/Bub1b/Bub1/Spc25/Cdca8/Cdca5/Kif15/Racgap1/Kif2c/Ncaph/Nusap1/Spc24/Ube2c/Nek2/Spag5/Ncapg2/Kif14/Kif4/Kifc1/Knl1/Tpx2/Kif22/Ska1/Snhg15/Akap8l/Fbxo5/Cenpe/Ska2/Ttk/Kif23/Plk1/Kif18a/Gen1/Ndc80/Prc1/Cenpi/Spdl1/Cenpk/Dpf3/Prickle1",51
"GO:0044772","mitotic cell cycle phase transition","64/1026","447/28832",0.143176733780761,4.02346158710223,12.3750807593038,2.00462994964054e-21,1.46423899035887e-18,1.15906799343878e-18,"Birc5/Aurkb/Ccnb2/Myc/Ccnb1/Mad2l1/Ccna2/Tacc3/Cdk1/Nuf2/Calm3/Cdc20/Creb3l1/Bub1b/Bub1/Spc25/Cdca8/Cdca5/Plk3/Ube2s/Spc24/Ube2c/Cdkn2d/Bcl2/Cks2/Cdc25b/Cks1b/Kif14/Knl1/Ccnf/Trim39/Foxm1/Cdkn2c/Zfp36l2/Ska1/Ccnd2/Cenpf/Fbxo5/Cenpe/Rrm2/Ttk/Cdc25c/Plk1/Gen1/Ndc80/Bard1/Ccng2/Pkd1/Myb/Adamts1/Mastl/Rad51b/Spdl1/Prkdc/Rad51c/Plcb1/Ube2srt/Ctdspl/Iqgap3/Ccne1/Cables1/Dpf3/Cdc14b/Rpl24",64
"GO:0007051","spindle organization","43/1026","205/28832",0.209756097560976,5.89443255836067,13.5090756708172,3.18779692301165e-21,2.03740070841982e-18,1.61277357486576e-18,"Birc5/Aurkb/Ccnb2/Kif11/Stmn1/Knstrn/Ccnb1/Tacc3/Nuf2/Cdc20/Spc25/Aurka/Cdca8/Kif15/Plk3/Racgap1/Nek2/Spag5/Aspm/Kif4/Kifc1/Tpx2/Myh9/Ska1/Snhg15/Gpsm2/Fbxo5/Cenpe/Ska2/Wdr62/Kif23/Plk1/Dlgap5/Ndc80/Pkd1/Poc1a/Prc1/Lzts2/Aunip/Cenph/Cep72/Haus8/Prickle1",43
"GO:0051310","metaphase chromosome alignment","31/1026","102/28832",0.303921568627451,8.54061078622482,14.6545697417265,9.68990210831097e-21,5.50494105331044e-18,4.3576226440299e-18,"Birc5/Aurkb/Knstrn/Ccnb1/Cdk1/Nuf2/Ect2/Spc25/Cdca8/Cdca5/Racgap1/Kif2c/Spc24/Gem/Nek2/Spag5/Kif14/Kifc1/Knl1/Kif22/Sgo1/Ska1/Snhg15/Cenpf/Cenpe/Ska2/Ttk/Kif18a/Ndc80/Spdl1/Fam83d",31
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","37/1026","166/28832",0.22289156626506,6.26355715258696,13.0642388808997,2.15847349471567e-19,1.10362749784812e-16,8.73613746019134e-17,"Birc5/Aurkb/Kif11/Stmn1/Ccnb1/Mad2l1/Cenpa/Tacc3/Cdk1/Nuf2/Cdc20/Spc25/Aurka/Cdca8/Kif15/Plk3/Racgap1/Nusap1/Nek2/Sapcd2/Kif4/Kifc1/Tpx2/Snhg15/Gpsm2/Cenpe/Wdr62/Kif23/Plk1/Dlgap5/Ndc80/Pkd1/Poc1a/Prc1/Spdl1/Cenph/Prickle1",37
